FID,gis_id,ssc_code,ssc_name,lga_code,Total_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time,Percentage_Employed_Persons_Worked_Full_Time_Vic,Total_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time,Percentage_Employed_Persons_Worked_Part_Time_Vic,Total_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work,Percentage_Persons_Employed_Away_From_Work_Vic,Total_Persons_Unemployed,Percentage_Persons_Unemployed,Percentage_Persons_Unemployed_Vic,Year
employment_suburb.fid-70a927cd_165b71c4c19_2c77,2586,SSC22586,Tynong North,LGA21450,119,54.84,58.08,85,39.17,32.02,4,1.84,3.19,9,4.15,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c78,1442,SSC21442,Lalbert,LGA22250,40,63.49,58.08,23,36.51,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c79,2892,SSC22892,Yapeen,LGA25430,58,55.24,58.08,36,34.29,32.02,4,3.81,3.19,7,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7a,1244,SSC21244,Jamieson,LGA24250,41,46.07,58.08,38,42.7,32.02,3,3.37,3.19,7,7.87,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7b,1361,SSC21361,Kirwans Bridge,LGA26430,24,46.15,58.08,24,46.15,32.02,4,7.69,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7c,1245,SSC21245,Jan Juc,LGA26490,1080,53.65,58.08,752,37.36,32.02,86,4.27,3.19,95,4.72,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7d,1248,SSC21248,Jarklin,LGA23940,10,76.92,58.08,3,23.08,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7e,2376,SSC22376,Suggan Buggan,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c7f,2018,SSC22018,Panitya,LGA24780,26,70.27,58.08,11,29.73,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c80,893,SSC20893,Eynesbury,LGA24650,980,68.06,58.08,341,23.68,32.02,66,4.58,3.19,53,3.68,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c81,1253,SSC21253,Jeetho,LGA26170,19,45.24,58.08,19,45.24,32.02,0,0,3.19,4,9.52,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c82,1257,SSC21257,Jericho,LGA20830,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c83,1287,SSC21287,Kaniva,LGA26890,227,59.42,58.08,128,33.51,32.02,15,3.93,3.19,12,3.14,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c84,2598,SSC22598,Undera,LGA22830,131,61.5,58.08,58,27.23,32.02,10,4.69,3.19,14,6.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c85,1260,SSC21260,Jindivick,LGA20830,144,52.55,58.08,111,40.51,32.02,8,2.92,3.19,11,4.01,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c86,1304,SSC21304,Kealba,LGA21180,922,57.81,58.08,476,29.84,32.02,47,2.95,3.19,150,9.4,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c87,2600,SSC22600,Upotipotpon,LGA26430,19,67.86,58.08,9,32.14,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c88,1264,SSC21264,Johnsonville,LGA22110,64,52.03,58.08,45,36.59,32.02,8,6.5,3.19,6,4.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c89,1268,SSC21268,Junction Village,LGA21610,225,59.52,58.08,129,34.13,32.02,4,1.06,3.19,20,5.29,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8a,539,SSC20539,Cherrypool,LGA26260,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8b,1363,SSC21363,Knebsworth,LGA25490,0,0,58.08,6,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8c,1113,SSC21113,Guys Hill,LGA21450,117,55.19,58.08,80,37.74,32.02,3,1.42,3.19,12,5.66,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8d,1270,SSC21270,Jungaburra,LGA23940,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8e,2683,SSC22683,Warrabkook,LGA25490,6,66.67,58.08,3,33.33,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c8f,1305,SSC21305,Keely,LGA22250,21,56.76,58.08,13,35.14,32.02,0,0,3.19,3,8.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c90,1086,SSC21086,Graytown,LGA26430,10,37.04,58.08,14,51.85,32.02,0,0,3.19,3,11.11,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c91,1364,SSC21364,Knockwood,LGA24250,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c92,1365,SSC21365,Knowsley,LGA22620,42,68.85,58.08,16,26.23,32.02,0,0,3.19,3,4.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c93,541,SSC20541,Cheshunt South,LGA26700,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c94,1277,SSC21277,Kalkee,LGA23190,21,75,58.08,7,25,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c95,542,SSC20542,Chesney Vale,LGA21010,32,52.46,58.08,22,36.07,32.02,4,6.56,3.19,3,4.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c96,2719,SSC22719,Weatherboard,LGA20570,14,50,58.08,14,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c97,2835,SSC22835,Woolshed Flat,LGA23940,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c98,1448,SSC21448,Landsborough,LGA25990,31,50,58.08,28,45.16,32.02,0,0,3.19,3,4.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c99,544,SSC20544,Chewton,LGA25430,124,45.59,58.08,113,41.54,32.02,10,3.68,3.19,25,9.19,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9a,1281,SSC21281,Kamarooka,LGA22620,28,66.67,58.08,11,26.19,32.02,0,0,3.19,3,7.14,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9b,1282,SSC21282,Kamarooka North,LGA23940,7,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9c,1283,SSC21283,Kanagulk,LGA23190,9,64.29,58.08,5,35.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9d,548,SSC20548,Chiltern,LGA23350,408,54.26,58.08,259,34.44,32.02,37,4.92,3.19,48,6.38,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9e,2036,SSC22036,Patyah,LGA26890,25,71.43,58.08,10,28.57,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2c9f,2686,SSC22686,Warragul South,LGA20830,75,53.57,58.08,58,41.43,32.02,3,2.14,3.19,4,2.86,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca0,1292,SSC21292,Kardella,LGA26170,37,47.44,58.08,31,39.74,32.02,3,3.85,3.19,7,8.97,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca1,2607,SSC22607,Upwey,LGA27450,2112,55.9,58.08,1324,35.04,32.02,132,3.49,3.19,210,5.56,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca2,1299,SSC21299,Katamatite East,LGA24900,13,68.42,58.08,3,15.79,32.02,0,0,3.19,3,15.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca3,1146,SSC21146,Hazelwood,LGA23810,54,51.92,58.08,41,39.42,32.02,0,0,3.19,9,8.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca4,2695,SSC22695,Warrenmang,LGA25990,7,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca5,1378,SSC21378,Koonwarra,LGA26170,112,53.59,58.08,87,41.63,32.02,0,0,3.19,10,4.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca6,1307,SSC21307,Keilor Downs,LGA21180,2660,57.2,58.08,1479,31.81,32.02,119,2.56,3.19,392,8.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca7,1149,SSC21149,Healesville,LGA27450,1800,53.7,58.08,1256,37.47,32.02,140,4.18,3.19,156,4.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca8,2401,SSC22401,Swifts Creek,LGA22110,75,60.48,58.08,39,31.45,32.02,3,2.42,3.19,7,5.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ca9,1153,SSC21153,Heathcote South,LGA24850,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2caa,2822,SSC22822,Woodglen,LGA22110,11,61.11,58.08,7,38.89,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cab,1314,SSC21314,Kenley,LGA26610,18,85.71,58.08,3,14.29,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cac,552,SSC20552,Chintin,LGA24130,33,55,58.08,20,33.33,32.02,3,5,3.19,4,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cad,775,SSC20775,Double Bridges,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cae,1161,SSC21161,Hensley Park,LGA26260,22,64.71,58.08,12,35.29,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2caf,1319,SSC21319,Kensington,LGA24600,4345,66.29,58.08,1685,25.71,32.02,204,3.11,3.19,321,4.9,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb0,1325,SSC21325,Kerrie,LGA24130,28,54.9,58.08,20,39.22,32.02,0,0,3.19,3,5.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb1,802,SSC20802,Dundonnell,LGA25490,23,71.88,58.08,9,28.13,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb2,2056,SSC22056,Piedmont,LGA20830,9,64.29,58.08,5,35.71,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb3,2299,SSC22299,South Melbourne,LGA25900,4178,68.57,58.08,1375,22.57,32.02,167,2.74,3.19,373,6.12,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb4,553,SSC20553,Chirnside Park,LGA27450,3066,59.15,58.08,1694,32.68,32.02,200,3.86,3.19,223,4.3,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb5,555,SSC20555,Chocolyn,LGA21830,21,63.64,58.08,12,36.36,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb6,2043,SSC22043,Pennyroyal,LGA26490,28,51.85,58.08,26,48.15,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb7,1331,SSC21331,Keysborough,LGA22670,7756,62.09,58.08,3425,27.42,32.02,315,2.52,3.19,996,7.97,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb8,1332,SSC21332,Kialla,LGA22830,2085,60.72,58.08,1098,31.97,32.02,122,3.55,3.19,129,3.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cb9,557,SSC20557,Chum Creek,LGA27450,266,53.85,58.08,183,37.04,32.02,19,3.85,3.19,26,5.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cba,1335,SSC21335,Kiata,LGA22980,17,68,58.08,8,32,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cbb,1336,SSC21336,Kiewa,LGA23350,139,58.16,58.08,71,29.71,32.02,14,5.86,3.19,15,6.28,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cbc,1340,SSC21340,Killarney,LGA25490,47,43.52,58.08,51,47.22,32.02,6,5.56,3.19,4,3.7,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cbd,1345,SSC21345,Kilmore East,LGA24850,126,58.6,58.08,69,32.09,32.02,10,4.65,3.19,10,4.65,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cbe,1347,SSC21347,Kilsyth South,LGA24410,985,57.04,58.08,616,35.67,32.02,53,3.07,3.19,73,4.23,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cbf,1348,SSC21348,Kimbolton,LGA22620,29,80.56,58.08,7,19.44,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc0,558,SSC20558,Churchill,LGA23810,919,47.2,58.08,708,36.36,32.02,71,3.65,3.19,249,12.79,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc1,1339,SSC21339,Killara,LGA27170,200,62.7,58.08,87,27.27,32.02,11,3.45,3.19,21,6.58,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc2,2085,SSC22085,Pootilla,LGA25150,17,38.64,58.08,27,61.36,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc3,559,SSC20559,Churchill Island,LGA20740,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc4,2680,SSC22680,Warncoort,LGA21750,58,69.05,58.08,20,23.81,32.02,3,3.57,3.19,3,3.57,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc5,1343,SSC21343,Kilmany,LGA26810,57,69.51,58.08,21,25.61,32.02,0,0,3.19,4,4.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc6,2674,SSC22674,Waranga Shores,LGA21370,65,47.45,58.08,57,41.61,32.02,7,5.11,3.19,8,5.84,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc7,2126,SSC22126,Ranceby,LGA26170,27,87.1,58.08,4,12.9,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc8,560,SSC20560,Chute,LGA25990,4,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cc9,806,SSC20806,Dunnstown,LGA25150,56,47.46,58.08,50,42.37,32.02,8,6.78,3.19,4,3.39,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cca,564,SSC20564,Clarkefield,LGA24130,92,63.89,58.08,48,33.33,32.02,4,2.78,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ccb,570,SSC20570,Clifton Creek,LGA22110,60,48.39,58.08,50,40.32,32.02,9,7.26,3.19,5,4.03,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ccc,572,SSC20572,Clifton Springs,LGA22750,1786,52.56,58.08,1287,37.88,32.02,106,3.12,3.19,219,6.44,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ccd,1354,SSC21354,Kings Park,LGA21180,1706,53.45,58.08,968,30.33,32.02,77,2.41,3.19,441,13.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cce,1357,SSC21357,Kingsville,LGA24330,1309,60.63,58.08,628,29.09,32.02,81,3.75,3.19,141,6.53,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ccf,1360,SSC21360,Kirkstall,LGA25490,94,54.65,58.08,59,34.3,32.02,9,5.23,3.19,10,5.81,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd0,574,SSC20574,Clover Flat,LGA26260,3,37.5,58.08,5,62.5,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd1,626,SSC20626,Coonooer West,LGA25810,3,42.86,58.08,4,57.14,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd2,1380,SSC21380,Koorlong,LGA24780,126,62.38,58.08,60,29.7,32.02,11,5.45,3.19,5,2.48,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd3,1371,SSC21371,Konongwootong,LGA26260,25,83.33,58.08,5,16.67,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd4,1372,SSC21372,Koo Wee Rup,LGA21450,1015,61.18,58.08,492,29.66,32.02,72,4.34,3.19,80,4.82,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd5,1373,SSC21373,Koo Wee Rup North,LGA21450,20,76.92,58.08,3,11.54,32.02,3,11.54,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd6,576,SSC20576,Club Terrace,LGA22110,7,53.85,58.08,3,23.08,32.02,0,0,3.19,3,23.08,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd7,584,SSC20584,Cobaw,LGA24130,22,61.11,58.08,14,38.89,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd8,1384,SSC21384,Koorooman,LGA26170,39,65,58.08,17,28.33,32.02,0,0,3.19,4,6.67,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cd9,1385,SSC21385,Kooyong,LGA26350,239,57.59,58.08,143,34.46,32.02,16,3.86,3.19,17,4.1,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cda,1392,SSC21392,Korumburra South,LGA26170,25,62.5,58.08,12,30,32.02,3,7.5,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cdb,1394,SSC21394,Kotta,LGA21370,22,46.81,58.08,18,38.3,32.02,0,0,3.19,7,14.89,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cdc,1395,SSC21395,Kotupna,LGA24900,40,70.18,58.08,14,24.56,32.02,0,0,3.19,3,5.26,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cdd,1396,SSC21396,Koyuga,LGA21370,87,55.77,58.08,56,35.9,32.02,10,6.41,3.19,3,1.92,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cde,1555,SSC21555,Macorna,LGA22250,24,55.81,58.08,14,32.56,32.02,0,0,3.19,5,11.63,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cdf,577,SSC20577,Clunes,LGA22910,293,45.08,58.08,262,40.31,32.02,32,4.92,3.19,63,9.69,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce0,595,SSC20595,Cochranes Creek,LGA23940,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce1,654,SSC20654,Cowleys Creek,LGA21830,13,54.17,58.08,11,45.83,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce2,1914,SSC21914,Newfield,LGA21830,19,57.58,58.08,14,42.42,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce3,819,SSC20819,Eaglemont,LGA20660,1169,56.72,58.08,739,35.86,32.02,46,2.23,3.19,107,5.19,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce4,1399,SSC21399,Kunat,LGA26610,8,47.06,58.08,9,52.94,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce5,580,SSC20580,Clydebank,LGA26810,37,57.81,58.08,20,31.25,32.02,3,4.69,3.19,4,6.25,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce6,1404,SSC21404,Kyabram,LGA21370,1714,55.96,58.08,1015,33.14,32.02,157,5.13,3.19,177,5.78,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce7,2290,SSC22290,Snake Valley,LGA25990,160,49.38,58.08,122,37.65,32.02,16,4.94,3.19,26,8.02,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce8,581,SSC20581,Clydesdale,LGA22910,9,40.91,58.08,10,45.45,32.02,0,0,3.19,3,13.64,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ce9,1408,SSC21408,Kyvalley,LGA21370,83,53.9,58.08,54,35.06,32.02,13,8.44,3.19,4,2.6,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cea,582,SSC20582,Coalville,LGA20830,13,56.52,58.08,6,26.09,32.02,0,0,3.19,4,17.39,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ceb,1420,SSC21420,Lake Bunga,LGA22110,58,44.96,58.08,57,44.19,32.02,9,6.98,3.19,5,3.88,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cec,2404,SSC22404,Tabberabbera,LGA22110,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2ced,2570,SSC22570,Tubbut,LGA22110,5,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cee,1413,SSC21413,Ladys Pass,LGA22620,26,56.52,58.08,17,36.96,32.02,3,6.52,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cef,1414,SSC21414,Laen East,LGA21270,3,50,58.08,3,50,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf0,1583,SSC21583,Manifold Heights,LGA22750,782,56.34,58.08,478,34.44,32.02,54,3.89,3.19,74,5.33,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf1,1709,SSC21709,Molesworth,LGA25620,23,69.7,58.08,10,30.3,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf2,1417,SSC21417,Laharum,LGA23190,55,53.4,58.08,38,36.89,32.02,4,3.88,3.19,6,5.83,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf3,1425,SSC21425,Lake Fyans,LGA25810,9,56.25,58.08,4,25,32.02,0,0,3.19,3,18.75,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf4,1426,SSC21426,Lake Gardens,LGA20570,435,54.44,58.08,305,38.17,32.02,23,2.88,3.19,36,4.51,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf5,2414,SSC22414,Tallangatta,LGA26670,238,52.77,58.08,148,32.82,32.02,36,7.98,3.19,29,6.43,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf6,69,SSC20069,Arnold West,LGA23940,3,50,58.08,0,0,32.02,0,0,3.19,3,50,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf7,588,SSC20588,Cobram,LGA24900,1336,58.14,58.08,697,30.33,32.02,117,5.09,3.19,148,6.44,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf8,1423,SSC21423,Lake Eildon,LGA24250,3,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cf9,1424,SSC21424,Lake Eppalock,LGA22620,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cfa,2608,SSC22608,Valencia Creek,LGA26810,50,61.73,58.08,23,28.4,32.02,4,4.94,3.19,4,4.94,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cfb,1432,SSC21432,Lake Powell,LGA26610,8,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cfc,1433,SSC21433,Lake Rowan,LGA24900,9,47.37,58.08,3,15.79,32.02,7,36.84,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cfd,1721,SSC21721,Mont Albert North,LGA26980,1484,54.8,58.08,994,36.71,32.02,71,2.62,3.19,159,5.87,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cfe,1437,SSC21437,Lake Wellington,LGA26810,0,0,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2cff,1438,SSC21438,Lake Wendouree,LGA20570,721,58.38,58.08,416,33.68,32.02,47,3.81,3.19,51,4.13,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d00,1439,SSC21439,Lake Wongan,LGA25990,8,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d01,1441,SSC21441,Lal Lal,LGA25150,118,53.39,58.08,75,33.94,32.02,12,5.43,3.19,16,7.24,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d02,1443,SSC21443,Lalor,LGA27070,4976,56.63,58.08,2685,30.56,32.02,252,2.87,3.19,874,9.95,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d03,2276,SSC22276,Skenes Creek North,LGA21750,0,0,58.08,4,100,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d04,2898,SSC22898,Yarragon,LGA20830,426,54.97,58.08,275,35.48,32.02,40,5.16,3.19,34,4.39,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d05,2461,SSC22461,Taylors Hill,LGA24650,4391,61.4,58.08,2085,29.15,32.02,190,2.66,3.19,486,6.8,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d06,589,SSC20589,Cobram East,LGA24900,75,65.22,58.08,34,29.57,32.02,3,2.61,3.19,3,2.61,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d07,1451,SSC21451,Lang Lang East,LGA21450,36,57.14,58.08,19,30.16,32.02,5,7.94,3.19,3,4.76,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d08,1452,SSC21452,Langdons Hill,LGA22910,7,100,58.08,0,0,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d09,1163,SSC21163,Hepburn,LGA22910,128,47.06,58.08,112,41.18,32.02,13,4.78,3.19,19,6.99,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d0a,1459,SSC21459,Langwarrin South,LGA22170,384,57.23,58.08,230,34.28,32.02,27,4.02,3.19,30,4.47,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d0b,1460,SSC21460,Lara,LGA22750,4635,59.2,58.08,2519,32.17,32.02,296,3.78,3.19,380,4.85,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d0c,1171,SSC21171,Heytesbury Lower,LGA21830,12,54.55,58.08,10,45.45,32.02,0,0,3.19,0,0,6.71,2016
employment_suburb.fid-70a927cd_165b71c4c19_2d0d,1469,SSC21469,Lawler,LGA21270,5,62.5,58.08,3,37.5,32.02,0,0,3.19,0,0,6.71,2016
